Couple,Position,Position_pots,Monoculture_Couple,Condition_hydrique,Bloc,Colonne,Ligne,plante_genotype,poids_graine,Longueur_feuille_2,Largeur_feuille_2,Nombre_de_feuille_ligulée,thallée,Surface_feuille_2,Biomasse_sèche,vitesse_coleoptile_feuille_1,vitesse_coleoptile_feuille_2,vitesse_longueur_f1,vitesse_largeur_f1
EL4X_329.EL4X_114 WT b4,B4 - 4 - 4,gauche,Couple,Bien irrigue,4,4,4,329,53,181,5,3,0,,,"23,5","39,5",1,"0,5"
EL4X_329.EL4X_114 WT b4,B4 - 4 - 4,droite,Couple,Bien irrigue,4,4,4,114,46,194,4,2,0,,,25,58,45,"1,5"
EL4X_482.EL4X_348 WT b4,B4 - 4 - 5,gauche,Couple,Bien irrigue,4,4,5,482,52,224,5,3,0,,,"30,5","36,5",1,"-0,5"
EL4X_482.EL4X_348 WT b4,B4 - 4 - 5,droite,Couple,Bien irrigue,4,4,5,348,42,173,3,3,0,,,20,"30,5",-6,0
EL4X_376.EL4X_235 WT b4,B4 - 4 - 6,gauche,Couple,Bien irrigue,4,4,6,376,58,201,4,3,0,,,31,39,-2,0
EL4X_376.EL4X_235 WT b4,B4 - 4 - 6,droite,Couple,Bien irrigue,4,4,6,235,38,176,4,3,0,,,"29,75",58,56,2
EL4X_348.EL4X_348 WT b4,B4 - 4 - 7,gauche,Monoculture,Bien irrigue,4,4,7,348,49,215,4,3,0,,,29,37,0,"-0,5"
EL4X_348.EL4X_348 WT b4,B4 - 4 - 7,droite,Monoculture,Bien irrigue,4,4,7,348,47,177,4,3,0,,,"16,5",36,"-0,5",0
EL4X_412.EL4X_74 WT b4,B4 - 4 - 8,gauche,Couple,Bien irrigue,4,4,8,412,55,186,5,2,0,,,"27,25","56,5","41,5",2
EL4X_412.EL4X_74 WT b4,B4 - 4 - 8,droite,Couple,Bien irrigue,4,4,8,74,47,225,4,3,0,,,"29,5","33,5","-1,5","-0,5"
EL4X_114.EL4X_114 WT b4,B4 - 4 - 9,gauche,Monoculture,Bien irrigue,4,4,9,114,43,204,4,3,0,,,31,75,50,2
EL4X_114.EL4X_114 WT b4,B4 - 4 - 9,droite,Monoculture,Bien irrigue,4,4,9,114,45,216,5,3,0,,,"31,75",77,59,"1,5"
EL4X_376.EL4X_376 WT b4,B4 - 5 - 1,gauche,Monoculture,Bien irrigue,4,5,1,376,45,218,5,3,0,,,32,"32,5",-1,0
EL4X_376.EL4X_376 WT b4,B4 - 5 - 1,droite,Monoculture,Bien irrigue,4,5,1,376,56,215,4,3,0,,,36,36,"-0,5",0
EL4X_165.EL4X_165 WT b4,B4 - 5 - 2,gauche,Monoculture,Bien irrigue,4,5,2,165,47,175,3,3,0,,,"23,5",26,"1,5",0
EL4X_165.EL4X_165 WT b4,B4 - 5 - 2,droite,Monoculture,Bien irrigue,4,5,2,165,46,204,4,3,0,,,"32,5",37,"-2,5",0
EL4X_265.EL4X_265 WT b4,B4 - 5 - 3,gauche,Monoculture,Bien irrigue,4,5,3,265,47,229,4,3,0,,,"27,5","34,5",6,0
EL4X_265.EL4X_265 WT b4,B4 - 5 - 3,droite,Monoculture,Bien irrigue,4,5,3,265,38,226,4,3,0,,,29,"46,5",0,0
EL4X_395.EL4X_376 WT b4,B4 - 5 - 4,gauche,Couple,Bien irrigue,4,5,4,395,47,211,4,2,0,,,"20,33333333",NA,NA,NA
EL4X_395.EL4X_376 WT b4,B4 - 5 - 4,droite,Couple,Bien irrigue,4,5,4,376,52,237,5,3,0,,,37,"42,5",0,"-0,5"
EL4X_412.EL4X_412 WT b4,B4 - 5 - 5,gauche,Monoculture,Bien irrigue,4,5,5,412,49,181,5,2,0,,,26,59,"42,5",2
EL4X_412.EL4X_412 WT b4,B4 - 5 - 5,droite,Monoculture,Bien irrigue,4,5,5,412,48,192,2,3,0,,,"30,25",65,"52,5",2
EL4X_114.EL4X_235 WT b4,B4 - 5 - 6,gauche,Couple,Bien irrigue,4,5,6,114,44,202,5,3,0,,,"39,5",60,81,2
EL4X_114.EL4X_235 WT b4,B4 - 5 - 6,droite,Couple,Bien irrigue,4,5,6,235,39,220,5,2,0,,,"31,5","52,5","67,5",2
EL4X_165.EL4X_412 WT b4,B4 - 5 - 7,gauche,Couple,Bien irrigue,4,5,7,165,43,NA,NA,NA,0,,,NA,NA,NA,NA
EL4X_165.EL4X_412 WT b4,B4 - 5 - 7,droite,Couple,Bien irrigue,4,5,7,412,50,198,5,2,0,,,"36,25",65,65,"2,5"
EL4X_130.EL4X_74 WT b4,B4 - 5 - 8,gauche,Couple,Bien irrigue,4,5,8,130,21,186,4,3,0,,,32,"51,5",65,2
EL4X_130.EL4X_74 WT b4,B4 - 5 - 8,droite,Couple,Bien irrigue,4,5,8,74,58,238,4,3,0,,,"31,5","41,5",0,0
EL4X_89.EL4X_265 WT b4,B4 - 5 - 9,gauche,Couple,Bien irrigue,4,5,9,89,45,201,4,3,1,,,"34,75",60,"62,5",2
EL4X_89.EL4X_265 WT b4,B4 - 5 - 9,droite,Couple,Bien irrigue,4,5,9,265,41,227,3,3,0,,,"34,75","81,5",66,"2,5"
EL4X_329.EL4X_395 wt b5,B5 - 1 - 1,gauche,Monoculture,Contrainte hydrique,5,1,1,329,43,207,4,3,0,,,25,38,"2,5",-1
EL4X_329.EL4X_395 wt b5,B5 - 1 - 1,droite,Monoculture,Contrainte hydrique,5,1,1,395,52,240,4,3,0,,,"43,75",74,"85,5","2,5"
EL4X_130.EL4X_130 wt b5,B5 - 1 - 2,gauche,Monoculture,Contrainte hydrique,5,1,2,130,35,214,4,3,0,,,29,27,"0,5",0
EL4X_130.EL4X_130 wt b5,B5 - 1 - 2,droite,Monoculture,Contrainte hydrique,5,1,2,130,43,190,4,3,0,,,"34,5","57,5","76,5","1,5"
EL4X_89.EL4X_118 wt b5,B5 - 1 - 3,gauche,Couple,Contrainte hydrique,5,1,3,89,48,253,5,2,1,,,40,76,"79,5","2,5"
EL4X_89.EL4X_118 wt b5,B5 - 1 - 3,droite,Couple,Contrainte hydrique,5,1,3,118,26,204,3,2,0,,,"24,5",53,"54,5",2
EL4X_165.EL4X_165 wt b5,B5 - 1 - 4,gauche,Monoculture,Contrainte hydrique,5,1,4,165,44,222,4,3,0,,,28,"28,5",3,0
EL4X_165.EL4X_165 wt b5,B5 - 1 - 4,droite,Monoculture,Contrainte hydrique,5,1,4,165,49,158,4,3,0,,,"22,5","27,5",-1,"0,5"
EL4X_165.EL4X_131 wt b5,B5 - 1 - 5,gauche,Couple,Contrainte hydrique,5,1,5,165,43,219,4,3,0,,,"18,25",78,74,2
EL4X_165.EL4X_131 wt b5,B5 - 1 - 5,droite,Couple,Contrainte hydrique,5,1,5,131,58,235,4,2,0,,,59,54,"67,5",2
EL4X_114.EL4X_235 wt b5,B5 - 1 - 6,gauche,Couple,Contrainte hydrique,5,1,6,114,40,235,4,2,0,,,"-3,5",NA,NA,NA
EL4X_114.EL4X_235 wt b5,B5 - 1 - 6,droite,Couple,Contrainte hydrique,5,1,6,235,40,221,4,2,0,,,"32,75","57,5",53,2
EL4X_89.EL4X_482 wt b5,B5 - 1 - 7,gauche,Couple,Contrainte hydrique,5,1,7,89,45,220,5,3,0,,,"36,5","74,5","72,5",2
EL4X_89.EL4X_482 wt b5,B5 - 1 - 7,droite,Couple,Contrainte hydrique,5,1,7,482,49,225,4,3,0,,,"32,25","95,5","54,5",2
EL4X_235.EL4X_235 wt b5,B5 - 1 - 8,gauche,Monoculture,Contrainte hydrique,5,1,8,235,47,240,5,2,0,,,"31,75","45,5",74,"2,5"
EL4X_235.EL4X_235 wt b5,B5 - 1 - 8,droite,Monoculture,Contrainte hydrique,5,1,8,235,39,220,4,2,0,,,"26,5","50,5",59,2
EL4X_89.EL4X_265 wt b5,B5 - 1 - 9,gauche,Couple,Contrainte hydrique,5,1,9,89,43,216,4,3,0,,,32,NA,"-2,5","-0,5"
EL4X_89.EL4X_265 wt b5,B5 - 1 - 9,droite,Couple,Contrainte hydrique,5,1,9,265,43,NA,NA,NA,0,,,NA,NA,NA,NA
EL4X_165.EL4X_412 wt b5,B5 - 2 - 1,gauche,Couple,Contrainte hydrique,5,2,1,165,42,207,3,3,0,,,"37,25","74,5",77,2
EL4X_165.EL4X_412 wt b5,B5 - 2 - 1,droite,Couple,Contrainte hydrique,5,2,1,412,55,213,4,2,0,,,"36,25",53,"75,5",2
EL4X_265.EL4X_265 wt b5,B5 - 2 - 2,gauche,Monoculture,Contrainte hydrique,5,2,2,265,38,223,2,2,0,,,19,29,"0,5",0
EL4X_265.EL4X_265 wt b5,B5 - 2 - 2,droite,Monoculture,Contrainte hydrique,5,2,2,265,47,210,3,2,0,,,"43,5",54,50,"2,5"
EL4X_165.EL4X_130 wt b5,B5 - 2 - 3,gauche,Couple,Contrainte hydrique,5,2,3,165,51,240,4,2,0,,,27,39,"0,5","-0,5"
EL4X_165.EL4X_130 wt b5,B5 - 2 - 3,droite,Couple,Contrainte hydrique,5,2,3,130,40,205,3,2,0,,,"34,75","1,5","63,5","63,5"
EL4X_130.EL4X_74 wt b5,B5 - 2 - 4,gauche,Couple,Contrainte hydrique,5,2,4,130,47,220,4,3,0,,,23,"33,5",0,0
EL4X_130.EL4X_74 wt b5,B5 - 2 - 4,droite,Couple,Contrainte hydrique,5,2,4,74,45,223,3,3,0,,,"29,5",30,"-4,5",0
EL4X_74.EL4X_74 wt b5,B5 - 2 - 5,gauche,Monoculture,Contrainte hydrique,5,2,5,74,48,175,3,3,0,,,"30,5","30,5",-3,"-0,5"
EL4X_74.EL4X_74 wt b5,B5 - 2 - 5,droite,Monoculture,Contrainte hydrique,5,2,5,74,45,201,4,3,0,,,"15,5","35,5","-25,5",0
EL4X_131.EL4X_74 wt b5,B5 - 2 - 6,gauche,Couple,Contrainte hydrique,5,2,6,131,62,206,4,2,0,,,"28,5",51,"65,5",2
EL4X_131.EL4X_74 wt b5,B5 - 2 - 6,droite,Couple,Contrainte hydrique,5,2,6,74,44,218,4,3,0,,,"24,5",33,6,"0,5"
EL4X_265.EL4X_118 wt b5,B5 - 2 - 7,gauche,Couple,Contrainte hydrique,5,2,7,265,48,255,4,2,0,,,27,"45,5",-1,0
EL4X_265.EL4X_118 wt b5,B5 - 2 - 7,droite,Couple,Contrainte hydrique,5,2,7,118,38,209,4,2,0,,,"27,5",25,0,0
EL4X_89.EL4X_348 wt b5,B5 - 2 - 8,gauche,Couple,Contrainte hydrique,5,2,8,89,40,210,4,3,0,,,23,"37,5","-7,5","0,5"
EL4X_89.EL4X_348 wt b5,B5 - 2 - 8,droite,Couple,Contrainte hydrique,5,2,8,348,42,195,4,3,0,,,23,28,"-1,5",0
EL4X_412.EL4X_131 wt b5,B5 - 2 - 9,gauche,Couple,Contrainte hydrique,5,2,9,412,53,NA,NA,NA,0,,,NA,NA,NA,NA
EL4X_412.EL4X_131 wt b5,B5 - 2 - 9,droite,Couple,Contrainte hydrique,5,2,9,131,61,205,4,3,0,,,"23,5",64,"65,5",2
EL4X_130.EL4X_131 wt b5,B5 - 3 - 1,gauche,Couple,Contrainte hydrique,5,3,1,130,43,172,4,3,0,,,"34,25","54,5",62,2
EL4X_130.EL4X_131 wt b5,B5 - 3 - 1,droite,Couple,Contrainte hydrique,5,3,1,131,62,223,5,3,0,,,"41,75","61,5",88,"2,5"
EL4X_482.EL4X_348 wt b5,B5 - 3 - 2,gauche,Couple,Contrainte hydrique,5,3,2,482,52,223,4,3,0,,,25,44,0,0
EL4X_482.EL4X_348 wt b5,B5 - 3 - 2,droite,Couple,Contrainte hydrique,5,3,2,348,46,212,4,3,0,,,"28,5","35,5",-1,0
EL4X_482.EL4X_265 wt b5,B5 - 3 - 3,gauche,Couple,Contrainte hydrique,5,3,3,482,50,233,4,3,1,,,27,"40,5","1,5","0,5"
EL4X_482.EL4X_265 wt b5,B5 - 3 - 3,droite,Couple,Contrainte hydrique,5,3,3,265,44,243,4,2,0,,,"29,5",31,4,"0,5"
EL4X_395.EL4X_114 wt b5,B5 - 3 - 4,gauche,Couple,Contrainte hydrique,5,3,4,395,52,245,4,3,0,,,25,39,2,0
EL4X_395.EL4X_114 wt b5,B5 - 3 - 4,droite,Couple,Contrainte hydrique,5,3,4,114,41,222,4,2,0,,,21,45,44,2
EL4X_329.EL4X_376 wt b5,B5 - 3 - 5,gauche,Couple,Contrainte hydrique,5,3,5,329,52,122,3,3,0,,,"17,25",30,37,"1,5"
EL4X_329.EL4X_376 wt b5,B5 - 3 - 5,droite,Couple,Contrainte hydrique,5,3,5,376,56,NA,NA,NA,0,,,"20,5",3,"2,5",0
EL4X_130.EL4X_412 wt b5,B5 - 3 - 6,gauche,Couple,Contrainte hydrique,5,3,6,130,40,191,4,3,0,,,"35,25","62,5","75,5",2
EL4X_130.EL4X_412 wt b5,B5 - 3 - 6,droite,Couple,Contrainte hydrique,5,3,6,412,54,213,5,3,0,,,"30,5","37,5","-2,5","2,5"
EL4X_376.EL4X_376 wt b5,B5 - 3 - 7,gauche,Monoculture,Contrainte hydrique,5,3,7,376,62,215,4,3,0,,,31,33,0,"-0,5"
EL4X_376.EL4X_376 wt b5,B5 - 3 - 7,droite,Monoculture,Contrainte hydrique,5,3,7,376,52,247,3,2,0,,,"31,25",58,63,"1,5"
EL4X_376.EL4X_235 wt b5,B5 - 3 - 8,gauche,Couple,Contrainte hydrique,5,3,8,376,52,225,4,2,0,,,53,"52,5",65,2
EL4X_376.EL4X_235 wt b5,B5 - 3 - 8,droite,Couple,Contrainte hydrique,5,3,8,235,43,211,4,3,0,,,25,32,3,0
EL4X_131.EL4X_131 wt b5,B5 - 3 - 9,gauche,Monoculture,Contrainte hydrique,5,3,9,131,57,200,5,2,0,,,30,"44,5","72,5","2,5"
EL4X_131.EL4X_131 wt b5,B5 - 3 - 9,droite,Monoculture,Contrainte hydrique,5,3,9,131,54,215,4,3,0,,,"15,5",32,"50,5","1,5"
EL4X_118.EL4X_118 wt b5,B5 - 4 - 1,gauche,Monoculture,Contrainte hydrique,5,4,1,118,35,199,4,2,0,,,"22,5",31,2,"-0,5"
EL4X_118.EL4X_118 wt b5,B5 - 4 - 1,droite,Monoculture,Contrainte hydrique,5,4,1,118,39,184,4,2,0,,,"32,5",63,70,"2,5"
EL4X_165.EL4X_74 wt b5,B5 - 4 - 2,gauche,Couple,Contrainte hydrique,5,4,2,165,47,NA,NA,NA,0,,,NA,NA,NA,NA
EL4X_165.EL4X_74 wt b5,B5 - 4 - 2,droite,Couple,Contrainte hydrique,5,4,2,74,50,204,4,3,0,,,22,"34,5","2,5","0,5"
EL4X_114.EL4X_114 wt b5,B5 - 4 - 3,gauche,Monoculture,Contrainte hydrique,5,4,3,114,39,208,4,2,0,,,NA,27,9,0
EL4X_114.EL4X_114 wt b5,B5 - 4 - 3,droite,Monoculture,Contrainte hydrique,5,4,3,114,47,NA,NA,Na,0,,,"6,666666667",NA,NA,NA
EL4X_482.EL4X_482 wt b5,B5 - 4 - 4,gauche,Monoculture,Contrainte hydrique,5,4,4,482,51,216,3,2,0,,,"24,5",23,"0,5","0,5"
EL4X_482.EL4X_482 wt b5,B5 - 4 - 4,droite,Monoculture,Contrainte hydrique,5,4,4,482,61,236,5,3,0,,,"29,5",39,"-2,5","-0,5"
EL4X_329.EL4X_329 wt b5,B5 - 4 - 5,gauche,Monoculture,Contrainte hydrique,5,4,5,329,52,201,5,3,0,,,30,"31,5",2,0
EL4X_329.EL4X_329 wt b5,B5 - 4 - 5,droite,Monoculture,Contrainte hydrique,5,4,5,329,51,112,3,2,0,,,"13,25","25,5",22,"1,5"
EL4X_114.EL4X_376 wt b5,B5 - 4 - 6,gauche,Couple,Contrainte hydrique,5,4,6,114,39,222,5,3,0,,,39,68,"82,5","2,5"
EL4X_114.EL4X_376 wt b5,B5 - 4 - 6,droite,Couple,Contrainte hydrique,5,4,6,376,69,214,6,3,1,,,"48,5",75,"85,5","2,5"
EL4X_118.EL4X_348 wt b5,B5 - 4 - 7,gauche,Couple,Contrainte hydrique,5,4,7,118,35,213,4,2,0,,,"20,5","28,5","-0,5",0
EL4X_118.EL4X_348 wt b5,B5 - 4 - 7,droite,Couple,Contrainte hydrique,5,4,7,348,42,196,4,3,0,,,"26,5","31,5",-2,0
EL4X_482.EL4X_118 wt b5,B5 - 4 - 8,gauche,Couple,Contrainte hydrique,5,4,8,482,49,226,4,3,0,,,30,34,2,-1
EL4X_482.EL4X_118 wt b5,B5 - 4 - 8,droite,Couple,Contrainte hydrique,5,4,8,118,35,178,4,3,0,,,30,72,"60,5",2
EL4X_412.EL4X_412 wt b5,B5 - 4 - 9,gauche,Monoculture,Contrainte hydrique,5,4,9,412,46,191,4,2,0,,,"42,5","55,5",51,"1,5"
EL4X_412.EL4X_412 wt b5,B5 - 4 - 9,droite,Monoculture,Contrainte hydrique,5,4,9,412,43,199,4,2,0,,,"38,5",52,46,2
EL4X_395.EL4X_235 wt b5,B5 - 5 - 1,gauche,Couple,Contrainte hydrique,5,5,1,395,45,NA,NA,NA,0,,,NA,NA,NA,NA
EL4X_395.EL4X_235 wt b5,B5 - 5 - 1,droite,Couple,Contrainte hydrique,5,5,1,235,42,203,5,2,0,,,22,23,"3,5","0,5"
EL4X_348.EL4X_348 wt b5,B5 - 5 - 2,gauche,Monoculture,Contrainte hydrique,5,5,2,348,42,176,2,3,0,,,12,"25,5","1,5","-0,5"
EL4X_348.EL4X_348 wt b5,B5 - 5 - 2,droite,Monoculture,Contrainte hydrique,5,5,2,348,42,205,4,3,0,,,28,"34,5",-3,0
EL4X_412.EL4X_74 wt b5,B5 - 5 - 3,gauche,Couple,Contrainte hydrique,5,5,3,412,47,191,4,2,0,,,"40,5",51,55,2
EL4X_412.EL4X_74 wt b5,B5 - 5 - 3,droite,Couple,Contrainte hydrique,5,5,3,74,46,224,4,3,0,,,28,"33,5",0,"0,5"
EL4X_329.EL4X_114 wt b5,B5 - 5 - 4,gauche,Couple,Contrainte hydrique,5,5,4,329,54,199,5,3,0,,,25,"40,5","-25,5",0
EL4X_329.EL4X_114 wt b5,B5 - 5 - 4,droite,Couple,Contrainte hydrique,5,5,4,114,44,207,4,2,0,,,43,52,53,2
EL4X_395.EL4X_376 wt b5,B5 - 5 - 5,gauche,Couple,Contrainte hydrique,5,5,5,395,54,227,4,3,0,,,"43,25",73,"80,5",2
EL4X_395.EL4X_376 wt b5,B5 - 5 - 5,droite,Couple,Contrainte hydrique,5,5,5,376,40,181,4,3,0,,,NA,30,"-2,5",0
EL4X_89.EL4X_89 wt b5,B5 - 5 - 6,gauche,Monoculture,Contrainte hydrique,5,5,6,89,43,197,4,3,0,,,48,"60,5","55,5",2
EL4X_89.EL4X_89 wt b5,B5 - 5 - 6,droite,Monoculture,Contrainte hydrique,5,5,6,89,47,194,5,3,1,,,"15,5","42,5",-7,"-0,5"
EL4X_395.EL4X_395 wt b5,B5 - 5 - 7,gauche,Monoculture,Contrainte hydrique,5,5,7,395,50,219,5,3,0,,,"40,75","72,5","82,5",2
EL4X_395.EL4X_395 wt b5,B5 - 5 - 7,droite,Monoculture,Contrainte hydrique,5,5,7,395,49,254,4,3,0,,,"40,75",78,76,2
EL4X_329.EL4X_235 wt b5,B5 - 5 - 8,gauche,Couple,Contrainte hydrique,5,5,8,329,55,189,4,3,0,,,31,"70,5","49,5",2
EL4X_329.EL4X_235 wt b5,B5 - 5 - 8,droite,Couple,Contrainte hydrique,5,5,8,235,47,164,4,2,0,,,"18,75","49,5","37,5","1,5"
EL4X_265.EL4X_348 wt b5,B5 - 5 - 9,gauche,Couple,Contrainte hydrique,5,5,9,265,41,233,4,2,0,,,26,30,-3,"0,5"
EL4X_265.EL4X_348 wt b5,B5 - 5 - 9,droite,Couple,Contrainte hydrique,6,5,9,348,42,191,4,3,0,,,21,"28,5",-1,0
EL4X_89.EL4X_265 WT b6,B6 - 1 - 1,gauche,Couple,Bien irrigue,6,1,1,89,43,205,5,3,0,,,"34,5","58,5","65,5",2
EL4X_89.EL4X_265 WT b6,B6 - 1 - 1,droite,Couple,Bien irrigue,6,1,1,265,41,188,4,3,0,,,33,33,2,0
EL4X_329.EL4X_376 WT b6,B6 - 1 - 2,gauche,Couple,Bien irrigue,6,1,2,329,51,196,5,3,0,,,35,97,52,"2,5"
EL4X_329.EL4X_376 WT b6,B6 - 1 - 2,droite,Couple,Bien irrigue,6,1,2,376,49,234,5,3,0,,,"49,5","75,5","105,5","2,5"
EL4X_89.EL4X_89 WT b6,B6 - 1 - 3,gauche,Monoculture,Bien irrigue,6,1,3,89,46,194,5,3,1,,,29,"36,5","-6,5","0,5"
EL4X_89.EL4X_89 WT b6,B6 - 1 - 3,droite,Monoculture,Bien irrigue,6,1,3,89,40,198,5,3,0,,,"38,75","77,5","79,5","2,5"
EL4X_265.EL4X_348 WT b6,B6 - 1 - 4,gauche,Couple,Bien irrigue,6,1,4,265,43,232,4,3,0,,,"36,75",83,"77,5",2
EL4X_265.EL4X_348 WT b6,B6 - 1 - 4,droite,Couple,Bien irrigue,6,1,4,348,47,194,3,3,0,,,"24,5",40,"-0,5","0,5"
EL4X_118.EL4X_118 WT b6,B6 - 1 - 5,gauche,Monoculture,Bien irrigue,6,1,5,118,23,134,3,3,0,,,16,21,-5,"0,5"
EL4X_118.EL4X_118 WT b6,B6 - 1 - 5,droite,Monoculture,Bien irrigue,6,1,5,118,45,187,4,3,0,,,28,76,"45,5",2
EL4X_131.EL4X_131 WT b6,B6 - 1 - 6,gauche,Monoculture,Bien irrigue,6,1,6,131,52,221,5,3,0,,,"42,75",78,91,"2,5"
EL4X_131.EL4X_131 WT b6,B6 - 1 - 6,droite,Monoculture,Bien irrigue,6,1,6,131,58,237,5,2,0,,,"40,25","65,5",93,2
EL4X_412.EL4X_131 WT b6,B6 - 1 - 7,gauche,Couple,Bien irrigue,6,1,7,412,47,194,3,2,0,,,"31,5","45,5","31,5",1
EL4X_412.EL4X_131 WT b6,B6 - 1 - 7,droite,Couple,Bien irrigue,6,1,7,131,50,209,5,2,0,,,"33,75","50,5","70,5",2
EL4X_131.EL4X_74 WT b6,B6 - 1 - 8,gauche,Couple,Bien irrigue,6,1,8,131,44,238,4,2,0,,,"39,5","55,5","79,5",2
EL4X_131.EL4X_74 WT b6,B6 - 1 - 8,droite,Couple,Bien irrigue,6,1,8,74,48,212,4,3,0,,,"27,5",34,"-6,5",0
EL4X_114.EL4X_114 WT b6,B6 - 1 - 9,gauche,Monoculture,Bien irrigue,6,1,9,114,45,193,3,2,0,,,22,"65,5","35,5",2
EL4X_114.EL4X_114 WT b6,B6 - 1 - 9,droite,Monoculture,Bien irrigue,6,1,9,114,41,235,4,2,0,,,"26,83333333",NA,NA,NA
EL4X_265.EL4X_118 WT b6,B6 - 2 - 1,gauche,Couple,Bien irrigue,6,2,1,265,39,227,4,3,0,,,"28,5",11,1,0
EL4X_265.EL4X_118 WT b6,B6 - 2 - 1,droite,Couple,Bien irrigue,6,2,1,118,31,208,4,2,0,,,"23,5",52,"-1,5","-0,5"
EL4X_118.EL4X_348 WT b6,B6 - 2 - 2,gauche,Couple,Bien irrigue,6,2,2,118,41,214,4,3,0,,,"34,75","76,5",65,2
EL4X_118.EL4X_348 WT b6,B6 - 2 - 2,droite,Couple,Bien irrigue,6,2,2,348,43,211,3,3,0,,,26,31,"6,5",0
EL4X_482.EL4X_118 WT b6,B6 - 2 - 3,gauche,Couple,Bien irrigue,6,2,3,482,53,256,4,3,0,,,"31,5",43,21,"0,5"
EL4X_482.EL4X_118 WT b6,B6 - 2 - 3,droite,Couple,Bien irrigue,6,2,3,118,30,205,3,2,0,,,"23,5",54,"42,5",2
EL4X_114.EL4X_235 WT b6,B6 - 2 - 4,gauche,Couple,Bien irrigue,6,2,4,114,41,208,4,2,0,,,"43,5",74,56,2
EL4X_114.EL4X_235 WT b6,B6 - 2 - 4,droite,Couple,Bien irrigue,6,2,4,235,43,207,5,3,0,,,36,63,76,"2,5"
EL4X_376.EL4X_376 WT b6,B6 - 2 - 5,gauche,Monoculture,Bien irrigue,6,2,5,376,51,244,4,2,0,,,"41,5",70,"89,5",2
EL4X_376.EL4X_376 WT b6,B6 - 2 - 5,droite,Monoculture,Bien irrigue,6,2,5,376,54,234,5,3,0,,,"34,5","37,5","-0,5",0
EL4X_395.EL4X_114 WT b6,B6 - 2 - 6,gauche,Couple,Bien irrigue,6,2,6,395,54,120,2,2,0,,,3,43,NA,NA
EL4X_395.EL4X_114 WT b6,B6 - 2 - 6,droite,Couple,Bien irrigue,6,2,6,114,43,217,5,3,0,,,"30,75",66,"61,5",2
EL4X_165.EL4X_412 WT b6,B6 - 2 - 7,gauche,Couple,Bien irrigue,6,2,7,165,44,179,3,2,0,,,19,54,"30,5","1,5"
EL4X_165.EL4X_412 WT b6,B6 - 2 - 7,droite,Couple,Bien irrigue,6,2,7,412,48,186,4,2,0,,,"26,5","65,5",45,"2,5"
EL4X_130.EL4X_412 WT b6,B6 - 2 - 8,gauche,Couple,Bien irrigue,6,2,8,130,48,222,4,2,0,,,"36,5",84,71,2
EL4X_130.EL4X_412 WT b6,B6 - 2 - 8,droite,Couple,Bien irrigue,6,2,8,412,43,216,4,2,0,,,31,63,"56,5","2,5"
EL4X_348.EL4X_348 WT b6,B6 - 2 - 9,gauche,Monoculture,Bien irrigue,6,2,9,348,44,144,2,3,0,,,22,"55,5",39,"1,5"
EL4X_348.EL4X_348 WT b6,B6 - 2 - 9,droite,Monoculture,Bien irrigue,6,2,9,348,42,202,4,3,0,,,"25,5","29,5","-0,5",0
EL4X_235.EL4X_235 WT b6,B6 - 3 - 1,gauche,Monoculture,Bien irrigue,6,3,1,235,43,220,4,2,0,,,24,47,51,2
EL4X_235.EL4X_235 WT b6,B6 - 3 - 1,droite,Monoculture,Bien irrigue,6,3,1,235,43,191,4,2,0,,,23,"40,5",46,2
EL4X_165.EL4X_130 WT b6,B6 - 3 - 2,gauche,Couple,Bien irrigue,6,3,2,165,52,141,2,2,0,,,"15,5","25,5",5,0
EL4X_165.EL4X_130 WT b6,B6 - 3 - 2,droite,Couple,Bien irrigue,6,3,2,130,52,207,4,3,0,,,33,"43,5","-1,5",0
EL4X_482.EL4X_482 WT b6,B6 - 3 - 3,gauche,Monoculture,Bien irrigue,6,3,3,482,47,229,5,3,0,,,45,"119,5","92,5",2
EL4X_482.EL4X_482 WT b6,B6 - 3 - 3,droite,Monoculture,Bien irrigue,6,3,3,482,50,239,4,3,0,,,"40,5","97,5","74,5","2,5"
EL4X_412.EL4X_74 WT b6,B6 - 3 - 4,gauche,Couple,Bien irrigue,6,3,4,412,49,202,5,3,0,,,33,55,"60,5",2
EL4X_412.EL4X_74 WT b6,B6 - 3 - 4,droite,Couple,Bien irrigue,6,3,4,74,43,226,4,3,0,,,"34,25","91,5","72,5",2
EL4X_395.EL4X_235 WT b6,B6 - 3 - 5,gauche,Couple,Bien irrigue,6,3,5,395,47,225,4,2,0,,,"16,5",NA,NA,NA
EL4X_395.EL4X_235 WT b6,B6 - 3 - 5,droite,Couple,Bien irrigue,6,3,5,235,39,229,5,3,0,,,"31,5",72,65,"2,5"
EL4X_165.EL4X_131 WT b6,B6 - 3 - 6,gauche,Couple,Bien irrigue,6,3,6,165,50,244,5,3,0,,,"38,25",91,80,"2,5"
EL4X_165.EL4X_131 WT b6,B6 - 3 - 6,droite,Couple,Bien irrigue,6,3,6,131,45,133,4,2,0,,,"32,75",64,"66,5",2
EL4X_329.EL4X_395 WT b6,B6 - 3 - 7,gauche,Couple,Bien irrigue,6,3,7,329,58,185,4,3,0,,,21,"39,5","-4,5",0
EL4X_329.EL4X_395 WT b6,B6 - 3 - 7,droite,Couple,Bien irrigue,6,3,7,395,55,229,4,2,0,,,"16,66666667",NA,NA,NA
