Couple,Position,Monoculture_Couple,Condition_hydrique,Bloc,Colonne,Ligne,Position_pots,plante_genotype,poids_graine,date_ligule_1,date_ligule_2,date_ligule_3
EL4X_265.EL4X_265 wt b5,B5 - 2 - 2,Monoculture,Contrainte hydrique,5,2,2,droite,265,47,17/11/2021,NA,
EL4X_165.EL4X_130 wt b5,B5 - 2 - 3,Couple,Contrainte hydrique,5,2,3,gauche,165,51,15/11/2021,23/11/2021,
EL4X_165.EL4X_130 wt b5,B5 - 2 - 3,Couple,Contrainte hydrique,5,2,3,droite,130,40,17/11/2021,23/11/2021,
EL4X_130.EL4X_74 wt b5,B5 - 2 - 4,Couple,Contrainte hydrique,5,2,4,gauche,130,47,15/11/2021,23/11/2021,
EL4X_130.EL4X_74 wt b5,B5 - 2 - 4,Couple,Contrainte hydrique,5,2,4,droite,74,45,15/11/2021,21/11/2021,
EL4X_74.EL4X_74 wt b5,B5 - 2 - 5,Monoculture,Contrainte hydrique,5,2,5,gauche,74,48,15/11/2021,21/11/2021,
EL4X_74.EL4X_74 wt b5,B5 - 2 - 5,Monoculture,Contrainte hydrique,5,2,5,droite,74,45,15/11/2021,21/11/2021,
EL4X_131.EL4X_74 wt b5,B5 - 2 - 6,Couple,Contrainte hydrique,5,2,6,gauche,131,62,17/11/2021,NA,
EL4X_131.EL4X_74 wt b5,B5 - 2 - 6,Couple,Contrainte hydrique,5,2,6,droite,74,44,15/11/2021,21/11/2021,
EL4X_265.EL4X_118 wt b5,B5 - 2 - 7,Couple,Contrainte hydrique,5,2,7,gauche,265,48,15/11/2021,23/11/2021,
EL4X_265.EL4X_118 wt b5,B5 - 2 - 7,Couple,Contrainte hydrique,5,2,7,droite,118,38,15/11/2021,NA,
EL4X_89.EL4X_348 wt b5,B5 - 2 - 8,Couple,Contrainte hydrique,5,2,8,gauche,89,40,15/11/2021,23/11/2021,
EL4X_89.EL4X_348 wt b5,B5 - 2 - 8,Couple,Contrainte hydrique,5,2,8,droite,348,42,15/11/2021,21/11/2021,
EL4X_412.EL4X_131 wt b5,B5 - 2 - 9,Couple,Contrainte hydrique,5,2,9,gauche,412,53,15/11/2021,NA,
EL4X_412.EL4X_131 wt b5,B5 - 2 - 9,Couple,Contrainte hydrique,5,2,9,droite,131,61,17/11/2021,23/11/2021,
EL4X_130.EL4X_131 wt b5,B5 - 3 - 1,Couple,Contrainte hydrique,5,3,1,gauche,130,43,17/11/2021,23/11/2021,
EL4X_130.EL4X_131 wt b5,B5 - 3 - 1,Couple,Contrainte hydrique,5,3,1,droite,131,62,17/11/2021,23/11/2021,
EL4X_482.EL4X_348 wt b5,B5 - 3 - 2,Couple,Contrainte hydrique,5,3,2,gauche,482,52,15/11/2021,21/11/2021,
EL4X_482.EL4X_348 wt b5,B5 - 3 - 2,Couple,Contrainte hydrique,5,3,2,droite,348,46,15/11/2021,21/11/2021,
EL4X_482.EL4X_265 wt b5,B5 - 3 - 3,Couple,Contrainte hydrique,5,3,3,gauche,482,50,15/11/2021,21/11/2021,
EL4X_482.EL4X_265 wt b5,B5 - 3 - 3,Couple,Contrainte hydrique,5,3,3,droite,265,44,15/11/2021,23/11/2021,
EL4X_395.EL4X_114 wt b5,B5 - 3 - 4,Couple,Contrainte hydrique,5,3,4,gauche,395,52,15/11/2021,23/11/2021,
EL4X_395.EL4X_114 wt b5,B5 - 3 - 4,Couple,Contrainte hydrique,5,3,4,droite,114,41,17/11/2021,NA,
EL4X_329.EL4X_376 wt b5,B5 - 3 - 5,Couple,Contrainte hydrique,5,3,5,gauche,329,52,17/11/2021,NA,
EL4X_329.EL4X_376 wt b5,B5 - 3 - 5,Couple,Contrainte hydrique,5,3,5,droite,376,56,15/11/2021,NA,
EL4X_130.EL4X_412 wt b5,B5 - 3 - 6,Couple,Contrainte hydrique,5,3,6,gauche,130,40,17/11/2021,23/11/2021,
EL4X_130.EL4X_412 wt b5,B5 - 3 - 6,Couple,Contrainte hydrique,5,3,6,droite,412,54,15/11/2021,21/11/2021,
EL4X_376.EL4X_376 wt b5,B5 - 3 - 7,Monoculture,Contrainte hydrique,5,3,7,gauche,376,62,15/11/2021,23/11/2021,
EL4X_376.EL4X_376 wt b5,B5 - 3 - 7,Monoculture,Contrainte hydrique,5,3,7,droite,376,52,17/11/2021,NA,
EL4X_376.EL4X_235 wt b5,B5 - 3 - 8,Couple,Contrainte hydrique,5,3,8,gauche,376,52,17/11/2021,NA,
EL4X_376.EL4X_235 wt b5,B5 - 3 - 8,Couple,Contrainte hydrique,5,3,8,droite,235,43,15/11/2021,23/11/2021,
EL4X_131.EL4X_131 wt b5,B5 - 3 - 9,Monoculture,Contrainte hydrique,5,3,9,gauche,131,57,17/11/2021,NA,
EL4X_131.EL4X_131 wt b5,B5 - 3 - 9,Monoculture,Contrainte hydrique,5,3,9,droite,131,54,17/11/2021,NA,
EL4X_118.EL4X_118 wt b5,B5 - 4 - 1,Monoculture,Contrainte hydrique,5,4,1,gauche,118,35,15/11/2021,NA,
EL4X_118.EL4X_118 wt b5,B5 - 4 - 1,Monoculture,Contrainte hydrique,5,4,1,droite,118,39,17/11/2021,NA,
EL4X_165.EL4X_74 wt b5,B5 - 4 - 2,Couple,Contrainte hydrique,5,4,2,gauche,165,47,NA,NA,
EL4X_165.EL4X_74 wt b5,B5 - 4 - 2,Couple,Contrainte hydrique,5,4,2,droite,74,50,15/11/2021,21/11/2021,
EL4X_114.EL4X_114 wt b5,B5 - 4 - 3,Monoculture,Contrainte hydrique,5,4,3,gauche,14,39,15/11/2021,23/11/2021,
EL4X_114.EL4X_114 wt b5,B5 - 4 - 3,Monoculture,Contrainte hydrique,5,4,3,droite,114,47,NA,NA,
EL4X_482.EL4X_482 wt b5,B5 - 4 - 4,Monoculture,Contrainte hydrique,5,4,4,gauche,482,51,15/11/2021,23/11/2021,
EL4X_482.EL4X_482 wt b5,B5 - 4 - 4,Monoculture,Contrainte hydrique,5,4,4,droite,482,61,15/11/2021,21/11/2021,
EL4X_329.EL4X_329 wt b5,B5 - 4 - 5,Monoculture,Contrainte hydrique,5,4,5,gauche,329,52,15/11/2021,21/11/2021,
EL4X_329.EL4X_329 wt b5,B5 - 4 - 5,Monoculture,Contrainte hydrique,5,4,5,droite,329,51,17/11/2021,NA,
EL4X_114.EL4X_376 wt b5,B5 - 4 - 6,Couple,Contrainte hydrique,5,4,6,gauche,114,39,17/11/2021,NA,
EL4X_114.EL4X_376 wt b5,B5 - 4 - 6,Couple,Contrainte hydrique,5,4,6,droite,376,69,17/11/2021,23/11/2021,
EL4X_118.EL4X_348 wt b5,B5 - 4 - 7,Couple,Contrainte hydrique,5,4,7,gauche,118,35,15/11/2021,NA,
EL4X_118.EL4X_348 wt b5,B5 - 4 - 7,Couple,Contrainte hydrique,5,4,7,droite,348,42,15/11/2021,21/11/2021,
EL4X_482.EL4X_118 wt b5,B5 - 4 - 8,Couple,Contrainte hydrique,5,4,8,gauche,482,49,15/11/2021,21/11/2021,
EL4X_482.EL4X_118 wt b5,B5 - 4 - 8,Couple,Contrainte hydrique,5,4,8,droite,118,35,17/11/2021,23/11/2021,
EL4X_412.EL4X_412 wt b5,B5 - 4 - 9,Monoculture,Contrainte hydrique,5,4,9,gauche,412,46,17/11/2021,23/11/2021,
EL4X_412.EL4X_412 wt b5,B5 - 4 - 9,Monoculture,Contrainte hydrique,5,4,9,droite,412,43,17/11/2021,23/11/2021,
EL4X_395.EL4X_235 wt b5,B5 - 5 - 1,Couple,Contrainte hydrique,5,5,1,gauche,395,45,NA,NA,
EL4X_395.EL4X_235 wt b5,B5 - 5 - 1,Couple,Contrainte hydrique,5,5,1,droite,235,42,15/11/2021,NA,
EL4X_348.EL4X_348 wt b5,B5 - 5 - 2,Monoculture,Contrainte hydrique,5,5,2,gauche,348,42,15/11/2021,23/11/2021,
EL4X_348.EL4X_348 wt b5,B5 - 5 - 2,Monoculture,Contrainte hydrique,5,5,2,droite,348,42,15/11/2021,21/11/2021,
EL4X_412.EL4X_74 wt b5,B5 - 5 - 3,Couple,Contrainte hydrique,5,5,3,gauche,412,47,17/11/2021,21/11/2021,
EL4X_412.EL4X_74 wt b5,B5 - 5 - 3,Couple,Contrainte hydrique,5,5,3,droite,74,46,15/11/2021,23/11/2021,
EL4X_329.EL4X_114 wt b5,B5 - 5 - 4,Couple,Contrainte hydrique,5,5,4,gauche,329,54,15/11/2021,23/11/2021,
EL4X_329.EL4X_114 wt b5,B5 - 5 - 4,Couple,Contrainte hydrique,5,5,4,droite,114,44,17/11/2021,23/11/2021,
EL4X_395.EL4X_376 wt b5,B5 - 5 - 5,Couple,Contrainte hydrique,5,5,5,gauche,395,54,17/11/2021,23/11/2021,
EL4X_395.EL4X_376 wt b5,B5 - 5 - 5,Couple,Contrainte hydrique,5,5,5,droite,376,40,15/11/2021,23/11/2021,
EL4X_89.EL4X_89 wt b5,B5 - 5 - 6,Monoculture,Contrainte hydrique,5,5,6,gauche,89,43,17/11/2021,NA,
EL4X_89.EL4X_89 wt b5,B5 - 5 - 6,Monoculture,Contrainte hydrique,5,5,6,droite,89,47,15/11/2021,21/11/2021,
EL4X_395.EL4X_395 wt b5,B5 - 5 - 7,Monoculture,Contrainte hydrique,5,5,7,gauche,395,50,17/11/2021,23/11/2021,
EL4X_395.EL4X_395 wt b5,B5 - 5 - 7,Monoculture,Contrainte hydrique,5,5,7,droite,395,49,17/11/2021,23/11/2021,
EL4X_329.EL4X_235 wt b5,B5 - 5 - 8,Couple,Contrainte hydrique,5,5,8,gauche,329,55,17/11/2021,21/11/2021,
EL4X_329.EL4X_235 wt b5,B5 - 5 - 8,Couple,Contrainte hydrique,5,5,8,droite,235,47,17/11/2021,23/11/2021,
EL4X_265.EL4X_348 wt b5,B5 - 5 - 9,Couple,Contrainte hydrique,5,5,9,gauche,265,41,15/11/2021,23/11/2021,
EL4X_265.EL4X_348 wt b5,B5 - 5 - 9,Couple,Contrainte hydrique,6,5,9,droite,348,42,15/11/2021,21/11/2021,
EL4X_89.EL4X_265 WT b6,B6 - 1 - 1,Couple,Bien irrigue,6,1,1,gauche,89,43,17/11/2021,23/11/2021,
EL4X_89.EL4X_265 WT b6,B6 - 1 - 1,Couple,Bien irrigue,6,1,1,droite,265,41,15/11/2021,23/11/2021,
EL4X_329.EL4X_376 WT b6,B6 - 1 - 2,Couple,Bien irrigue,6,1,2,gauche,329,51,17/11/2021,21/11/2021,
EL4X_329.EL4X_376 WT b6,B6 - 1 - 2,Couple,Bien irrigue,6,1,2,droite,376,49,17/11/2021,23/11/2021,
EL4X_89.EL4X_89 WT b6,B6 - 1 - 3,Monoculture,Bien irrigue,6,1,3,gauche,89,46,15/11/2021,NA,
EL4X_89.EL4X_89 WT b6,B6 - 1 - 3,Monoculture,Bien irrigue,6,1,3,droite,89,40,17/11/2021,23/11/2021,
EL4X_265.EL4X_348 WT b6,B6 - 1 - 4,Couple,Bien irrigue,6,1,4,gauche,265,43,17/11/2021,23/11/2021,
EL4X_265.EL4X_348 WT b6,B6 - 1 - 4,Couple,Bien irrigue,6,1,4,droite,348,47,15/11/2021,23/11/2021,
EL4X_118.EL4X_118 WT b6,B6 - 1 - 5,Monoculture,Bien irrigue,6,1,5,gauche,118,23,15/11/2021,NA,
EL4X_118.EL4X_118 WT b6,B6 - 1 - 5,Monoculture,Bien irrigue,6,1,5,droite,118,45,17/11/2021,23/11/2021,
EL4X_131.EL4X_131 WT b6,B6 - 1 - 6,Monoculture,Bien irrigue,6,1,6,gauche,131,52,17/11/2021,23/11/2021,
EL4X_131.EL4X_131 WT b6,B6 - 1 - 6,Monoculture,Bien irrigue,6,1,6,droite,131,58,17/11/2021,NA,
EL4X_412.EL4X_131 WT b6,B6 - 1 - 7,Couple,Bien irrigue,6,1,7,gauche,412,47,17/11/2021,NA,
EL4X_412.EL4X_131 WT b6,B6 - 1 - 7,Couple,Bien irrigue,6,1,7,droite,131,50,17/11/2021,NA,
EL4X_131.EL4X_74 WT b6,B6 - 1 - 8,Couple,Bien irrigue,6,1,8,gauche,131,44,17/11/2021,23/11/2021,
EL4X_131.EL4X_74 WT b6,B6 - 1 - 8,Couple,Bien irrigue,6,1,8,droite,74,48,15/11/2021,21/11/2021,
EL4X_114.EL4X_114 WT b6,B6 - 1 - 9,Monoculture,Bien irrigue,6,1,9,gauche,114,45,17/11/2021,23/11/2021,
EL4X_114.EL4X_114 WT b6,B6 - 1 - 9,Monoculture,Bien irrigue,6,1,9,droite,114,41,NA,NA,
EL4X_265.EL4X_118 WT b6,B6 - 2 - 1,Couple,Bien irrigue,6,2,1,gauche,265,39,15/11/2021,23/11/2021,
EL4X_265.EL4X_118 WT b6,B6 - 2 - 1,Couple,Bien irrigue,6,2,1,droite,118,31,15/11/2021,23/11/2021,
EL4X_118.EL4X_348 WT b6,B6 - 2 - 2,Couple,Bien irrigue,6,2,2,gauche,118,41,17/11/2021,23/11/2021,
EL4X_118.EL4X_348 WT b6,B6 - 2 - 2,Couple,Bien irrigue,6,2,2,droite,348,43,15/11/2021,21/11/2021,
EL4X_482.EL4X_118 WT b6,B6 - 2 - 3,Couple,Bien irrigue,6,2,3,gauche,482,53,15/11/2021,21/11/2021,
EL4X_482.EL4X_118 WT b6,B6 - 2 - 3,Couple,Bien irrigue,6,2,3,droite,118,30,17/11/2021,NA,
EL4X_114.EL4X_235 WT b6,B6 - 2 - 4,Couple,Bien irrigue,6,2,4,gauche,114,41,17/11/2021,23/11/2021,
EL4X_114.EL4X_235 WT b6,B6 - 2 - 4,Couple,Bien irrigue,6,2,4,droite,235,43,17/11/2021,23/11/2021,
EL4X_376.EL4X_376 WT b6,B6 - 2 - 5,Monoculture,Bien irrigue,6,2,5,gauche,376,51,17/11/2021,NA,
EL4X_376.EL4X_376 WT b6,B6 - 2 - 5,Monoculture,Bien irrigue,6,2,5,droite,376,54,15/11/2021,21/11/2021,
EL4X_395.EL4X_114 WT b6,B6 - 2 - 6,Couple,Bien irrigue,6,2,6,gauche,395,54,NA,23/11/2021,
EL4X_395.EL4X_114 WT b6,B6 - 2 - 6,Couple,Bien irrigue,6,2,6,droite,114,43,17/11/2021,23/11/2021,
EL4X_165.EL4X_412 WT b6,B6 - 2 - 7,Couple,Bien irrigue,6,2,7,gauche,165,44,17/11/2021,NA,
EL4X_165.EL4X_412 WT b6,B6 - 2 - 7,Couple,Bien irrigue,6,2,7,droite,412,48,17/11/2021,23/11/2021,
EL4X_130.EL4X_412 WT b6,B6 - 2 - 8,Couple,Bien irrigue,6,2,8,gauche,130,48,17/11/2021,21/11/2021,
EL4X_130.EL4X_412 WT b6,B6 - 2 - 8,Couple,Bien irrigue,6,2,8,droite,412,43,17/11/2021,23/11/2021,
EL4X_348.EL4X_348 WT b6,B6 - 2 - 9,Monoculture,Bien irrigue,6,2,9,gauche,348,44,17/11/2021,21/11/2021,
EL4X_348.EL4X_348 WT b6,B6 - 2 - 9,Monoculture,Bien irrigue,6,2,9,droite,348,42,15/11/2021,21/11/2021,
EL4X_235.EL4X_235 WT b6,B6 - 3 - 1,Monoculture,Bien irrigue,6,3,1,gauche,235,43,17/11/2021,NA,
EL4X_235.EL4X_235 WT b6,B6 - 3 - 1,Monoculture,Bien irrigue,6,3,1,droite,235,43,17/11/2021,NA,
EL4X_165.EL4X_130 WT b6,B6 - 3 - 2,Couple,Bien irrigue,6,3,2,gauche,165,52,15/11/2021,21/11/2021,
EL4X_165.EL4X_130 WT b6,B6 - 3 - 2,Couple,Bien irrigue,6,3,2,droite,130,52,15/11/2021,21/11/2021,
EL4X_482.EL4X_482 WT b6,B6 - 3 - 3,Monoculture,Bien irrigue,6,3,3,gauche,482,47,17/11/2021,23/11/2021,
EL4X_482.EL4X_482 WT b6,B6 - 3 - 3,Monoculture,Bien irrigue,6,3,3,droite,482,50,17/11/2021,21/11/2021,
EL4X_412.EL4X_74 WT b6,B6 - 3 - 4,Couple,Bien irrigue,6,3,4,gauche,412,49,17/11/2021,NA,
EL4X_412.EL4X_74 WT b6,B6 - 3 - 4,Couple,Bien irrigue,6,3,4,droite,74,43,17/11/2021,21/11/2021,
EL4X_395.EL4X_235 WT b6,B6 - 3 - 5,Couple,Bien irrigue,6,3,5,gauche,395,47,NA,NA,
EL4X_395.EL4X_235 WT b6,B6 - 3 - 5,Couple,Bien irrigue,6,3,5,droite,235,39,17/11/2021,23/11/2021,
EL4X_165.EL4X_131 WT b6,B6 - 3 - 6,Couple,Bien irrigue,6,3,6,gauche,165,50,17/11/2021,23/11/2021,
EL4X_165.EL4X_131 WT b6,B6 - 3 - 6,Couple,Bien irrigue,6,3,6,droite,131,45,17/11/2021,NA,
EL4X_329.EL4X_395 WT b6,B6 - 3 - 7,Couple,Bien irrigue,6,3,7,gauche,329,58,15/11/2021,21/11/2021,
EL4X_329.EL4X_395 WT b6,B6 - 3 - 7,Couple,Bien irrigue,6,3,7,droite,395,55,NA,NA,
EL4X_329.EL4X_114 WT b6,B6 - 3 - 8,Couple,Bien irrigue,6,3,8,gauche,329,43,15/11/2021,21/11/2021,
EL4X_329.EL4X_114 WT b6,B6 - 3 - 8,Couple,Bien irrigue,6,3,8,droite,114,45,17/11/2021,23/11/2021,
EL4X_130.EL4X_130 WT b6,B6 - 3 - 9,Monoculture,Bien irrigue,6,3,9,gauche,130,64,15/11/2021,23/11/2021,
EL4X_130.EL4X_130 WT b6,B6 - 3 - 9,Monoculture,Bien irrigue,6,3,9,droite,130,40,15/11/2021,23/11/2021,
EL4X_130.EL4X_131 WT b6,B6 - 4 - 1,Couple,Bien irrigue,6,4,1,gauche,130,53,15/11/2021,21/11/2021,
EL4X_130.EL4X_131 WT b6,B6 - 4 - 1,Couple,Bien irrigue,6,4,1,droite,131,52,17/11/2021,NA,
EL4X_89.EL4X_118 WT b6,B6 - 4 - 2,Couple,Bien irrigue,6,4,2,gauche,89,48,NA,NA,
EL4X_89.EL4X_118 WT b6,B6 - 4 - 2,Couple,Bien irrigue,6,4,2,droite,118,40,17/11/2021,23/11/2021,
EL4X_412.EL4X_412 WT b6,B6 - 4 - 3,Monoculture,Bien irrigue,6,4,3,gauche,412,59,17/11/2021,23/11/2021,
EL4X_412.EL4X_412 WT b6,B6 - 4 - 3,Monoculture,Bien irrigue,6,4,3,droite,412,51,17/11/2021,23/11/2021,
EL4X_89.EL4X_348 WT b6,B6 - 4 - 4,Couple,Bien irrigue,6,4,4,gauche,89,41,17/11/2021,21/11/2021,
EL4X_89.EL4X_348 WT b6,B6 - 4 - 4,Couple,Bien irrigue,6,4,4,droite,348,44,NA,NA,
EL4X_89.EL4X_482 WT b6,B6 - 4 - 5,Couple,Bien irrigue,6,4,5,gauche,89,46,15/11/2021,21/11/2021,
EL4X_89.EL4X_482 WT b6,B6 - 4 - 5,Couple,Bien irrigue,6,4,5,droite,482,37,15/11/2021,21/11/2021,
EL4X_395.EL4X_376 WT b6,B6 - 4 - 6,Couple,Bien irrigue,6,4,6,gauche,395,47,NA,NA,
EL4X_395.EL4X_376 WT b6,B6 - 4 - 6,Couple,Bien irrigue,6,4,6,droite,376,56,15/11/2021,23/11/2021,
EL4X_165.EL4X_165 WT b6,B6 - 4 - 7,Monoculture,Bien irrigue,6,4,7,gauche,165,49,17/11/2021,23/11/2021,
EL4X_165.EL4X_165 WT b6,B6 - 4 - 7,Monoculture,Bien irrigue,6,4,7,droite,165,41,17/11/2021,23/11/2021,
EL4X_114.EL4X_376 WT b6,B6 - 4 - 8,Couple,Bien irrigue,6,4,8,gauche,114,43,NA,NA,
EL4X_114.EL4X_376 WT b6,B6 - 4 - 8,Couple,Bien irrigue,6,4,8,droite,376,59,17/11/2021,NA,
EL4X_395.EL4X_395 WT b6,B6 - 4 - 9,Monoculture,Bien irrigue,6,4,9,gauche,395,47,17/11/2021,23/11/2021,
EL4X_395.EL4X_395 WT b6,B6 - 4 - 9,Monoculture,Bien irrigue,6,4,9,droite,395,51,NA,NA,
EL4X_376.EL4X_235 WT b6,B6 - 5 - 1,Couple,Bien irrigue,6,5,1,gauche,376,55,15/11/2021,21/11/2021,
EL4X_376.EL4X_235 WT b6,B6 - 5 - 1,Couple,Bien irrigue,6,5,1,droite,235,48,17/11/2021,NA,
EL4X_329.EL4X_329 WT b6,B6 - 5 - 2,Monoculture,Bien irrigue,6,5,2,gauche,329,56,15/11/2021,21/11/2021,
EL4X_329.EL4X_329 WT b6,B6 - 5 - 2,Monoculture,Bien irrigue,6,5,2,droite,329,33,15/11/2021,21/11/2021,
EL4X_329.EL4X_235 WT b6,B6 - 5 - 3,Couple,Bien irrigue,6,5,3,gauche,329,48,15/11/2021,23/11/2021,
EL4X_329.EL4X_235 WT b6,B6 - 5 - 3,Couple,Bien irrigue,6,5,3,droite,235,33,15/11/2021,21/11/2021,
EL4X_165.EL4X_74 WT b6,B6 - 5 - 4,Couple,Bien irrigue,6,5,4,gauche,165,52,17/11/2021,21/11/2021,
EL4X_165.EL4X_74 WT b6,B6 - 5 - 4,Couple,Bien irrigue,6,5,4,droite,74,45,15/11/2021,21/11/2021,
EL4X_482.EL4X_265 WT b6,B6 - 5 - 5,Couple,Bien irrigue,6,5,5,gauche,482,48,15/11/2021,21/11/2021,
EL4X_482.EL4X_265 WT b6,B6 - 5 - 5,Couple,Bien irrigue,6,5,5,droite,265,44,15/11/2021,21/11/2021,
EL4X_482.EL4X_348 WT b6,B6 - 5 - 6,Couple,Bien irrigue,6,5,6,gauche,482,31,17/11/2021,23/11/2021,
EL4X_482.EL4X_348 WT b6,B6 - 5 - 6,Couple,Bien irrigue,6,5,6,droite,348,44,15/11/2021,21/11/2021,
EL4X_74.EL4X_74 WT b6,B6 - 5 - 7,Monoculture,Bien irrigue,6,5,7,gauche,74,45,NA,21/11/2021,
EL4X_74.EL4X_74 WT b6,B6 - 5 - 7,Monoculture,Bien irrigue,6,5,7,droite,74,30,15/11/2021,21/11/2021,
EL4X_265.EL4X_265 WT b6,B6 - 5 - 8,Monoculture,Bien irrigue,6,5,8,gauche,265,52,15/11/2021,23/11/2021,
EL4X_265.EL4X_265 WT b6,B6 - 5 - 8,Monoculture,Bien irrigue,6,5,8,droite,265,37,17/11/2021,23/11/2021,
EL4X_130.EL4X_74 WT b6,B6 - 5 - 9,Couple,Bien irrigue,6,5,9,gauche,130,30,15/11/2021,23/11/2021,
EL4X_130.EL4X_74 WT b6,B6 - 5 - 9,Couple,Bien irrigue,6,5,9,droite,74,42,15/11/2021,21/11/2021,
